nylon66.txt		Wu, 1971(41)	From polymer melt	γs = 46.5 mJ/m2 (γsd = 30.5, γsp = 16.0); 20oC    Direct measurement of polymer melt extrapolated to 20oC; | polarity calculated from interfacial tension with PE by | harmonic mean. Mn = 19,000.
nylon66.txt		Wu, 1968(182)	Calculated	γs = 46 mJ/m2; 20oC                               Calculated from molecular constitution.
nylon66.txt		Sewell, 1971(193)	Calculated	γs = 42.6 mJ/m2; no temp cited                    Calculated from parachor and cohesive energy.
nylon66.txt		Sewell, 1971(193)	Calculated	γs = 44.3 mJ/m2; no temp cited                    Calculated by least squares from cohesive energy and molar | volume.
nylon66.txt		Vargha-Butler, 1985(180)	Calculated	γs = 39.0 mJ/m2; 23oC                             Calculated from sedimentation volume.
nylon66.txt		Wu, 1982(50)	Calculated	θW = 62o; 20oC                                    Calculated from the theory of fractional polarity by geometric | mean equation.
nylon66.txt		Wu, 1982(50)	Calculated	θW = 72o; 20oC                                    Calculated from the theory of fractional polarity by harmonic | mean equation.
nylon66.txt		Wu, 1982(18)	Calculated	γs = 45.2 mJ/m2; 20oC                             Calculated from cohesive energy density and solubility | parameters.
nylon66.txt		Surface-tension.de, 2007(110)	Unknown	γs = 46.5 mJ/m2 (γsd = 32.5, γsp = 14); 20oC      No details available.
nylon6_polycaprolactum.txt		Fort, 1964(17)	Critical ST	γc = 42 mJ/m2; 22oC, 65% RH                        Test liquids: water, glycerol, and formamide. Polymer samples | prepared by bulk melt polymerization and finish formed | in contact with aluminum foil.
nylon6_polycaprolactum.txt		Van Krevelen, 1976(85)	Critical ST	γc = 43 mJ/m2; 23oC                                Test liquids not known.
nylon6_polycaprolactum.txt		Fort, 1964(17)	Contact angle	θWA = 70o; 22oC, 65% RH                            Polymer samples prepared by bulk melt polymerization and | finish formed in contact with aluminum foil.
nylon6_polycaprolactum.txt		Omenyi, 1981(178)	Contact angle	θWA = 60.5o; 22oC
nylon6_polycaprolactum.txt		Yasuda, 1988(173)	Contact angle	θWA = 63.1o-63.5o; no temp cited                   25.0% crystallinity.
nylon6_polycaprolactum.txt		Yasuda, 1988(173)	Contact angle	θWA = 61.9o-62.9o; no temp cited                   39.6% crystallinity.
nylon6_polycaprolactum.txt		Yasuda, 1988(173)	Contact angle	θWA = 62.3o; no temp cited                         46.1% crystallinity.
nylon6_polycaprolactum.txt		Extrand, 2002(143)	Contact angle	θWA = 69.2o; θWR = 42.4o, dθW = 26.8o; 23oC        Measured by sessile drop method; cleaned with hexane and | dried under vacuum.
nylon6_polycaprolactum.txt		Gotoh, 2004(92)	Contact angle	θW = 70.6 ; no temp cited | A        o | Measured by sessile drop method.
nylon6_polycaprolactum.txt		Omenyi, 1981(178)	Contact angle	γc = 46.6 mJ/m2; 22oC                              Test liquids not known; calculated by equation of state method.
